obs_id,object_id,object_name,object_name_2MASS,object_name_HIP,object_name_HR,object_name_TYC,object_name_SAO,folder,date_obs,obs_start,obs_end,infrared_filter,irdis_dual_filter,tel_ambi_fwhm_mean,tel_tau0_mean,tel_ambi_windsp,windSpeed_200_asm,seeing_sparta_min,seeing_sparta_max,seeing_sparta_avg,seeing_tel_ia_fwhmlinobs,seeing_tel_ia_fwhmlin,seeing_tel_ia_fwhm,seeing_ambi_fwhm,mass_turbfwhm_asm,mass_fwhm_asm,dimm_fwhm_asm,historical_ambient_fwhm_asm,mass_tau0_asm,mass_tau_asm,historical_ambient_tau_asm,mass_tau0_ms_asm,mass_tau_ms_asm,historical_ambient_tau_ms_asm,tel_ambi_tau0,strehl_sparta_avg,strehl_sparta_max,strehl_sparta_min,flux_K,flux_H,flux_R,flux_G,NAXIS1,n_frames,rot_max,mtime,missing_psf,split,status_obs,comment,found,waffle_amplitude,is_lwe,category,seeing_final,tau_final,analytical_strehl,obs_category,analytical_strehl2,obs_category2,obs_category3
HD_164249__2018-04-11__09-42-29,HD_164249,HIP_88399,,HIP_88399,,TYC_8369-1619-1,SAO_245201,HD 164249A_DB_H23_2018-04-10_ird_convert_recenter_dc2022_COBREX_waffles_only_330664,2018-04-11T09:42:29.44,2018-04-11T09:09:08.49,2018-04-11T10:15:47.30,DB_H23,B_H,0.5200,5.6000,7.7500,31.0317,0.2284,0.4454,0.2920,0.8500,0.7900,0.7300,1.0000,0.5153,0.2731,0.4830,,0.0056,0.0075,,5.5892,7.5130,,5.5000,0.9749,0.9802,0.9607,5.9130,6.0200,7.9000,6.9120,40,40,-31.9463,2022-06-17_18-23-52,0,test,0.0000,interactive,,0.0400,0,2,0.4830,5.5892,0.9016,2,0.9034,2,2
HD_168210__2016-06-14__05-47-41,HD_168210,HIP_89829,,HIP_89829,,TYC_6856-1956-1,SAO_186657,HIP 89829_DB_H23_2016-06-13_ird_convert_recenter_dc2022_COBREX_332732,2016-06-14T05:47:41.28,2016-06-14T04:55:13.39,2016-06-14T06:40:09.16,DB_H23,B_H,2.1000,1.3000,14.8500,40.7439,-1.0000,-1.0000,-1.0000,1.4600,1.4400,8.6800,1.4000,1.8111,0.7701,1.9933,,0.0013,0.0034,,1.3148,3.3552,,1.3000,-1.0000,-1.0000,-1.0000,7.0530,7.1980,8.5050,8.6711,96,96,-138.8351,2022-06-25_03-57-32,0,,2.0000,too many sources --> out,,0.0400,0,0,1.9933,1.3148,0.3359,0,0.6604,0,0
HD_168210__2017-06-03__05-47-51,HD_168210,HIP_89829,,HIP_89829,,TYC_6856-1956-1,SAO_186657,HIP 89829_DB_H23_2017-06-02_ird_convert_recenter_dc2022_COBREX_waffles_only_332069,2017-06-03T05:47:51.90,2017-06-03T05:03:49.99,2017-06-03T06:31:29.26,DB_H23,B_H,0.4400,5.8000,6.2200,40.1198,0.1953,0.8136,0.3048,0.7000,0.7000,0.6300,1.0000,0.4977,0.2715,0.4404,,0.0061,0.0071,,6.1404,7.0702,,5.0000,0.7721,0.8190,0.6234,7.0530,7.1980,8.5050,8.6711,74,74,-115.4318,2022-06-24_22-32-35,0,calib,2.0000,too many sources --> out,,0.0500,0,2,0.4404,6.1404,0.8889,2,0.9162,2,2
HD_16978__2015-10-01__06-39-32,HD_16978,HIP_12394,,HIP_12394,HR_806,TYC_9144-1686-1,SAO_248621,HIP 12394_DB_H23_2015-09-30_ird_convert_recenter_dc2022_COBREX_335378,2015-10-01T06:39:32.83,2015-10-01T05:52:03.91,2015-10-01T07:37:37.59,DB_H23,B_H,1.0600,1.3000,2.2800,55.3313,0.3625,1.3174,0.5950,1.3400,1.1000,0.9900,1.0000,,,,1.1223,,,0.0013,,,1.2584,1.4000,0.7652,0.8753,0.3220,4.2540,4.4330,,4.1123,608,608,-34.6156,2022-06-25_20-06-30,0,train,0.0000,interactive,,0.0400,1,0,1.1223,1.2584,0.7121,0,0.8847,-1,-1
HD_16978__2016-09-16__07-30-31,HD_16978,HIP_12394,,HIP_12394,HR_806,TYC_9144-1686-1,SAO_248621,HIP 12394_DB_H23_2016-09-15_ird_convert_recenter_dc2022_COBREX_332851,2016-09-16T07:30:31.94,2016-09-16T06:46:06.60,2016-09-16T08:15:00.69,DB_H23,B_H,0.4200,9.2000,7.6500,16.4862,-1.0000,-1.0000,-1.0000,1.1900,0.9700,0.8800,1.0000,0.4767,0.2581,0.4237,,0.0089,0.0193,,8.9182,19.3150,,8.4000,-1.0000,-1.0000,-1.0000,4.2540,4.4330,,4.1123,160,160,-29.0598,2022-06-25_04-44-46,0,val,0.0000,interactive,,0.0300,0,2,0.4237,8.9182,0.9577,2,0.9802,2,2
HD_16978__2017-10-01__05-03-22,HD_16978,HIP 12394,,HIP_12394,HR_806,TYC_9144-1686-1,SAO_248621,HIP 12394_DB_K12_2017-09-30_ird_convert_recenter_dc2022_COBREX_332249,2017-10-01T05:03:22.31,2017-10-01T04:35:04.43,2017-10-01T05:31:32.08,DB_K12,B_Ks,0.9000,2.2000,7.4000,56.7339,0.5884,1.3991,0.8245,1.6100,1.3000,1.1900,1.0000,0.8590,0.5128,0.8666,,0.0022,0.0024,,2.1669,2.3782,,2.0000,0.6374,0.7384,0.4078,4.2540,4.4330,,4.1123,128,128,-17.3254,2022-06-24_23-52-47,0,train,0.0000,interactive,,0.0500,0,1,0.8666,2.1669,0.8330,2,0.9313,2,1
HD_172555__2015-05-11__07-17-56,HD_172555,HIP92024,,HIP_92024,HR_7012,TYC_9077-2487-1,SAO_254358,HIP 92024_DB_H23_2015-05-10_ird_convert_recenter_dc2022_COBREX_waffles_only_332749,2015-05-11T07:17:56.77,2015-05-11T07:11:32.46,2015-05-11T07:23:16.08,DB_H23,B_H,0.6800,4.6000,6.6000,,-1.0000,-1.0000,-1.0000,1.0000,0.8400,0.8000,1.0000,,,,0.6782,,,0.0046,,,4.6250,4.5000,-1.0000,-1.0000,-1.0000,4.2980,4.2510,,4.7246,16,16,-3.9128,2022-06-25_04-00-27,0,,1.0000,interactive,,0.0400,0,2,0.6782,4.6250,0.9059,2,0.9569,2,2
HD_172555__2015-05-11__07-51-19,HD_172555,HIP92024,,HIP_92024,HR_7012,TYC_9077-2487-1,SAO_254358,HIP 92024_DB_H23_2015-05-10_ird_convert_recenter_dc2022_COBREX_332740,2015-05-11T07:51:19.34,2015-05-11T07:23:37.60,2015-05-11T08:19:00.92,DB_H23,B_H,0.7900,3.9000,8.1300,28.4633,-1.0000,-1.0000,-1.0000,2.0500,1.7400,1.0400,1.0000,,,,0.7625,,,0.0041,,,4.1436,3.9000,-1.0000,-1.0000,-1.0000,4.2980,4.2510,,4.7246,192,192,-19.2948,2022-06-25_03-59-28,0,train,0.0000,interactive,,0.0400,0,2,0.7625,4.1436,0.8875,2,0.9488,2,2
HD_174429__2015-05-06__09-49-25,HD_174429,PZTel,,HIP_92680,,TYC_8381-2435-1,SAO_245781,HIP 92680_DB_H23_2015-05-05_ird_convert_recenter_dc2022_COBREX_waffles_only_328698,2015-05-06T09:49:25.87,2015-05-06T09:35:30.26,2015-05-06T10:01:56.28,DB_H23,B_H,1.4300,1.3000,1.7700,49.1497,-1.0000,-1.0000,-1.0000,0.8400,0.7700,0.7400,1.4000,,,,1.2894,,,0.0014,,,1.3520,2.1000,-1.0000,-1.0000,-1.0000,6.3660,6.4860,,8.1017,82,82,-11.4059,2022-06-10_20-21-35,0,train,0.0000,interactive,,0.0500,1,0,1.2894,1.3520,0.4451,0,0.7560,-1,-1
HD_174429__2015-05-31__06-34-52,HD_174429,HIP92680,,HIP_92680,,TYC_8381-2435-1,SAO_245781,HIP 92680_DB_H23_2015-05-30_ird_convert_recenter_dc2022_COBREX_330139,2015-05-31T06:34:52.54,2015-05-31T06:25:29.76,2015-05-31T06:44:15.29,DB_H23,B_H,1.2800,1.0000,7.5500,,0.5271,0.9115,0.6887,1.2500,1.1700,1.1000,1.0000,,,,1.2822,,,0.0010,,,1.0302,1.0000,0.6450,0.7208,0.5441,6.3660,6.4860,,8.1017,32,32,-9.2883,2022-06-16_16-07-29,0,train,0.0000,interactive,,0.0400,0,1,1.2822,1.0302,0.3242,0,0.7003,0,0
HD_174429__2016-09-16__23-53-41,HD_174429,HIP_92680,,HIP_92680,,TYC_8381-2435-1,SAO_245781,HIP 92680_DB_H23_2016-09-16_ird_convert_recenter_dc2022_COBREX_waffles_only_329724,2016-09-16T23:53:41.56,2016-09-16T23:28:35.81,2016-09-17T00:24:49.52,DB_H23,B_H,0.5600,14.3000,1.9800,14.6214,-1.0000,-1.0000,-1.0000,0.8800,0.8300,0.7700,0.8000,0.6882,0.2712,0.5634,,0.0141,0.0194,,14.0542,19.3912,,15.0000,-1.0000,-1.0000,-1.0000,6.3660,6.4860,,8.1017,80,80,-29.0445,2022-06-16_12-09-01,0,train,0.0000,interactive,,0.0300,1,0,0.5634,14.0542,0.9113,0,0.9326,-1,-1
HD_174429__2017-05-18__08-01-51,HD_174429,HIP_92680,,HIP_92680,,TYC_8381-2435-1,SAO_245781,NAME PZ TEL A_DB_H23_2017-05-17_ird_convert_recenter_dc2022_COBREX_waffles_only_330653,2017-05-18T08:01:51.43,2017-05-18T07:27:48.63,2017-05-18T08:32:14.35,DB_H23,B_H,0.8100,2.8000,4.7200,66.8581,0.4788,1.0488,0.6417,1.0800,1.0100,0.9400,1.0000,,,0.7905,,,,,,,,2.9000,0.6663,0.7321,0.5704,6.3660,6.4860,,8.1017,60,60,-33.1492,2022-06-17_18-20-45,0,train,0.0000,interactive,,0.0400,0,1,0.7905,2.8000,0.7477,1,0.8808,1,1
HD_175726__2016-06-12__06-29-45,HD_175726,HIP_92984,,HIP_92984,,TYC_457-453-1,SAO_124077,HIP 92984_DB_H23_2016-06-11_ird_convert_recenter_dc2022_COBREX_332667,2016-06-12T06:29:45.74,2016-06-12T05:54:36.28,2016-06-12T07:04:53.22,DB_H23,B_H,0.8800,3.3000,7.3300,44.0671,-1.0000,-1.0000,-1.0000,1.4000,1.2900,45.8000,1.0000,0.9033,0.5812,0.8818,,0.0033,0.0042,,3.3179,4.1844,,3.2000,-1.0000,-1.0000,-1.0000,5.3460,5.4180,,6.5780,64,64,31.3660,2022-06-25_03-45-37,0,,2.0000,"lots of source, but could be added",,0.0400,0,2,0.8818,3.3179,0.8469,2,0.9179,2,2
HD_175726__2016-09-16__00-00-07,HD_175726,HIP_92984,,HIP_92984,,TYC_457-453-1,SAO_124077,HIP 92984_DB_H23_2016-09-15_ird_convert_recenter_dc2022_COBREX_waffles_only_332872,2016-09-16T00:00:07.34,2016-09-15T23:19:57.67,2016-09-16T00:46:07.92,DB_H23,B_H,0.5300,7.5000,6.5000,19.2679,-1.0000,-1.0000,-1.0000,1.0400,0.9600,0.9100,0.8000,0.5682,0.2890,0.4808,,0.0066,0.0077,,6.5644,7.6898,,4.2000,-1.0000,-1.0000,-1.0000,5.3460,5.4180,,6.5780,65,65,38.4023,2022-06-25_04-47-31,0,,2.0000,"lots of source, but could be added",,0.0300,0,2,0.4808,6.5644,0.9344,2,0.9555,2,2
HD_175726__2017-09-30__00-20-27,HD_175726,HIP92984,,HIP_92984,,TYC_457-453-1,SAO_124077,HIP 92984_DB_J23_2017-09-29_ird_convert_recenter_dc2022_COBREX_waffles_only_332239,2017-09-30T00:20:27.34,2017-09-29T23:38:39.15,2017-09-30T01:02:11.80,DB_J23,B_J,0.7200,3.2000,15.5700,41.8697,0.2979,1.8715,0.5411,1.1100,0.9700,0.9000,0.8000,0.7527,0.2813,0.7333,,0.0032,0.0081,,3.1551,8.1267,,3.5000,0.8302,0.8820,0.5272,5.3460,5.4180,,6.5780,75,75,27.2193,2022-06-24_23-44-14,0,,2.0000,"lots of source, but could be added",,0.0200,0,2,0.7333,3.1551,0.8721,2,0.9307,2,2
HD_176367__2015-06-07__07-25-32,HD_176367,HIP_93375,,HIP_93375,,TYC_6885-916-1,SAO_187573,HIP 93375_DB_H23_2015-06-06_ird_convert_recenter_dc2022_COBREX_333093,2015-06-07T07:25:32.50,2015-06-07T06:41:42.96,2015-06-07T08:09:19.82,DB_H23,B_H,1.1600,2.7000,8.6500,18.8419,0.3958,1.4403,0.6587,1.1300,1.1200,1.1600,1.0000,,,,1.2976,,,0.0028,,,2.8424,3.1000,0.7268,0.8160,0.4895,7.1510,7.2780,8.1100,8.3735,80,80,-85.1473,2022-06-25_06-27-09,0,test,0.0000,interactive,,0.0300,0,1,1.2976,2.8424,0.6591,1,0.8311,1,0
HD_177724__2015-06-28__05-32-37,HD_177724,HIP_93747,,HIP_93747,HR_7235,TYC_1052-3027-1,SAO_104461,HIP 93747_DB_H23_2015-06-27_ird_convert_recenter_dc2022_COBREX_333268,2015-06-28T05:32:37.15,2015-06-28T04:50:26.87,2015-06-28T06:14:45.36,DB_H23,B_H,1.0134,1.2000,6.8300,44.6520,0.3932,1.2034,0.6315,1.3300,1.1400,1.0600,1.4000,,,,,,,,,,,1.2000,0.7184,0.8654,0.5086,2.8800,3.0500,2.9800,3.0011,560,560,29.8796,2022-06-25_07-27-48,0,train,0.0000,interactive,,0.0400,0,1,1.0134,1.2000,0.7239,1,0.8947,1,0
HD_177724__2016-05-31__07-06-55,HD_177724,HIP_93747,,HIP_93747,HR_7235,TYC_1052-3027-1,SAO_104461,HIP 93747_DB_H23_2016-05-30_ird_convert_recenter_dc2022_COBREX_330204,2016-05-31T07:06:55.60,2016-05-31T06:20:19.48,2016-05-31T07:53:30.60,DB_H23,B_H,1.1900,2.4000,7.9300,59.6278,0.4678,1.6055,0.7960,1.5100,1.3000,1.2000,1.0000,1.2048,0.3657,1.1948,,0.0023,0.0038,,2.3264,3.8375,,2.3000,0.7760,0.8814,0.5741,2.8800,3.0500,2.9800,3.0011,1120,1120,33.1213,2022-06-16_17-25-07,0,calib,0.0000,interactive,,0.0400,0,1,1.1948,2.3264,0.7724,1,0.8998,2,1
HD_178253__2015-06-06__07-40-23,HD_178253,HIP_94114,,HIP_94114,HR_7254,TYC_7917-2653-1,SAO_210990,HIP 94114_DB_H23_2015-06-05_ird_convert_recenter_dc2022_COBREX_333018,2015-06-06T07:40:23.65,2015-06-06T07:03:48.55,2015-06-06T08:16:58.17,DB_H23,B_H,1.2900,1.8000,12.8200,23.4771,0.4031,1.3719,0.6557,1.1700,1.1400,1.0600,1.0000,,,,1.4561,,,0.0018,,,1.8448,2.1000,0.8858,0.9311,0.7335,4.0490,3.9150,,4.0973,256,256,-49.7435,2022-06-25_05-32-13,0,train,0.0000,interactive,,0.0400,0,1,1.4561,1.8448,0.6946,1,0.8614,1,0
HD_181296__2015-05-05__09-22-43,HD_181296,HIP_95261,,HIP_95261,HR_7329,TYC_8765-2571-1,SAO_246055,HIP 95261_DB_H23_2015-05-04_ird_convert_recenter_dc2022_COBREX_332641,2015-05-05T09:22:43.87,2015-05-05T08:27:08.56,2015-05-05T10:12:32.42,DB_H23,B_H,1.1100,1.2000,3.5800,49.2303,-1.0000,-1.0000,-1.0000,1.0800,0.9900,0.9300,1.4000,,,,1.2668,,,0.0012,,,1.1855,1.1000,-1.0000,-1.0000,-1.0000,5.0100,5.1500,,5.0123,168,168,-46.8276,2022-06-25_03-43-41,0,train,0.0000,interactive,,0.0300,0,1,1.2668,1.1855,0.6714,1,0.8625,1,0
HD_181296__2018-05-08__09-58-19,HD_181296,ETA TEL,,HIP_95261,HR_7329,TYC_8765-2571-1,SAO_246055,HIP 95261_DB_H23_2018-05-07_ird_convert_recenter_dc2022_COBREX_waffles_only_333486,2018-05-08T09:58:19.43,2018-05-08T09:53:09.99,2018-05-08T10:03:28.86,DB_H23,B_H,0.7500,2.2000,11.4300,57.4401,0.3566,0.6277,0.4882,1.1100,1.0100,0.9700,1.0000,0.7200,0.4719,0.7332,,0.0021,0.0024,,2.1017,2.3900,,2.1000,0.7505,0.9210,0.6557,5.0100,5.1500,,5.0123,16,16,-4.0942,2022-06-25_07-54-37,0,train,0.0000,interactive,,0.0400,0,1,0.7332,2.1017,0.8529,2,0.9398,2,1
HD_181327__2015-05-10__09-12-24,HD_181327,HIP_95270,,HIP_95270,,TYC_8765-638-1,SAO_246056,HIP 95270_DB_H23_2015-05-09_ird_convert_recenter_dc2022_COBREX_329189,2015-05-10T09:12:24.74,2015-05-10T08:38:59.68,2015-05-10T09:49:35.80,DB_H23,B_H,1.2000,1.7000,6.1800,34.9147,-1.0000,-1.0000,-1.0000,1.3400,1.2200,4.0600,1.0000,,,,1.3240,,,0.0018,,,1.7870,2.2000,-1.0000,-1.0000,-1.0000,5.9100,5.9800,,6.9362,56,56,-31.1248,2022-06-13_21-00-20,0,train,0.0000,interactive,,0.0400,0,1,1.3240,1.7870,0.7079,1,0.8508,1,0
HD_181869__2015-05-13__09-10-43,HD_181869,HIP_95347,,HIP_95347,HR_7348,TYC_7935-2139-1,SAO_229659,AKARI-IRC-V1 J1923531-403658_DB_H23_2015-05-12_ird_convert_recenter_dc2022_COBREX_332820,2015-05-13T09:10:43.04,2015-05-13T08:33:45.81,2015-05-13T09:47:37.97,DB_H23,B_H,0.9900,3.6000,0.9000,22.4829,-1.0000,-1.0000,-1.0000,0.7900,0.7700,0.7100,1.0000,,,,1.0100,,,0.0035,,,3.4840,3.2000,-1.0000,-1.0000,-1.0000,4.2000,4.2000,,3.9505,256,256,-52.8385,2022-06-25_04-26-28,0,train,0.0000,interactive,,0.0300,1,0,1.0100,3.4840,0.8334,0,0.9251,-1,-1
HD_181869__2016-05-21__07-53-18,HD_181869,HIP_95347,,HIP_95347,HR_7348,TYC_7935-2139-1,SAO_229659,AKARI-IRC-V1 J1923531-403658_DB_H23_2016-05-20_ird_convert_recenter_dc2022_COBREX_332455,2016-05-21T07:53:18.31,2016-05-21T07:04:31.08,2016-05-21T08:42:05.29,DB_H23,B_H,1.2600,2.7000,7.7200,34.7244,0.4250,1.7619,0.7326,1.1900,1.1600,1.0800,1.0000,1.2489,0.5016,1.2820,,0.0027,0.0042,,2.7348,4.2357,,2.1000,0.8279,0.8954,0.6102,4.2000,4.2000,,3.9505,176,176,-71.4899,2022-06-25_02-37-08,0,train,0.0000,interactive,,0.0300,0,1,1.2820,2.7348,0.7628,1,0.8914,1,0
HD_181869__2018-05-08__09-04-47,HD_181869,HIP_95347,,HIP_95347,HR_7348,TYC_7935-2139-1,SAO_229659,HIP 95347_DB_H23_2018-05-07_ird_convert_recenter_dc2022_COBREX_waffles_only_333485,2018-05-08T09:04:47.37,2018-05-08T08:48:22.53,2018-05-08T09:21:15.76,DB_H23,B_H,1.0400,1.8000,12.1300,58.2720,0.4169,0.9213,0.5956,1.0400,1.0200,0.9600,1.0000,0.8665,0.5858,1.0129,,0.0018,0.0020,,1.8016,2.0470,,1.6000,0.6616,0.7983,0.3963,4.2000,4.2000,,3.9505,70,70,-26.6603,2022-06-25_07-55-58,0,calib,0.0000,interactive,,0.0400,0,1,1.0129,1.8016,0.7864,1,0.9119,2,1
HD_188228__2015-05-12__09-04-54,HD_188228,HIP_98495,,HIP_98495,HR_7590,TYC_9315-1893-1,SAO_257757,HIP 98495_DB_H23_2015-05-11_ird_convert_recenter_dc2022_COBREX_332784,2015-05-12T09:04:54.43,2015-05-12T08:28:05.92,2015-05-12T09:41:41.82,DB_H23,B_H,0.9900,2.9000,4.4300,25.0342,-1.0000,-1.0000,-1.0000,1.5600,1.2200,1.0300,1.0000,,,,1.0279,,,0.0029,,,2.8778,3.2000,-1.0000,-1.0000,-1.0000,3.8000,3.7620,,3.9635,256,256,-22.3432,2022-06-25_04-14-27,0,train,0.0000,interactive,,0.0300,0,1,1.0279,2.8778,0.8208,2,0.9207,2,1
HD_188228__2015-06-01__07-40-44,HD_188228,HD_188228,,HIP_98495,HR_7590,TYC_9315-1893-1,SAO_257757,HIP 98495_DB_H23_2015-05-31_ird_convert_recenter_dc2022_COBREX_330155,2015-06-01T07:40:44.66,2015-06-01T06:55:08.72,2015-06-01T08:26:20.77,DB_H23,B_H,1.1300,1.2000,1.7000,56.2571,0.5835,1.7439,0.7481,1.6600,1.3000,1.1300,1.0000,,,,1.1882,,,0.0012,,,1.2143,1.3000,0.6753,0.7969,0.1553,3.8000,3.7620,,3.9635,320,320,-27.6181,2022-06-16_16-31-53,0,test,0.0000,interactive,,0.0400,1,0,1.1882,1.2143,0.6928,0,0.8757,-1,-1
HD_188228__2015-07-01__05-14-12,HD_188228,HIP_98495,,HIP_98495,HR_7590,TYC_9315-1893-1,SAO_257757,HIP 98495_DB_H23_2015-06-30_ird_convert_recenter_dc2022_COBREX_333436,2015-07-01T05:14:12.62,2015-07-01T04:38:33.41,2015-07-01T05:49:50.55,DB_H23,B_H,1.0134,1.2000,0.8800,61.2048,0.2416,0.7679,0.4373,1.8400,1.4300,1.1700,1.4000,,,,,,,,,,,1.2000,0.7273,0.9388,0.5582,3.8000,3.7620,,3.9635,128,128,-21.2979,2022-06-25_07-48-11,0,train,0.0000,interactive,,0.0400,1,0,1.0134,1.2000,0.7234,0,0.8936,-1,-1
HD_188228__2016-05-25__09-18-36,HD_188228,HIP_98495,,HIP_98495,HR_7590,TYC_9315-1893-1,SAO_257757,HIP 98495_DB_H23_2016-05-24_ird_convert_recenter_dc2022_COBREX_332488,2016-05-25T09:18:36.13,2016-05-25T08:19:25.11,2016-05-25T10:17:48.68,DB_H23,B_H,0.5600,5.8000,0.2300,53.4568,0.0785,0.8453,0.3511,1.3600,1.0600,0.8700,1.2000,0.6783,0.2634,0.5462,,0.0060,0.0061,,5.9948,6.0804,,9.4000,0.8560,0.9979,0.5712,3.8000,3.7620,,3.9635,416,416,-35.4357,2022-06-25_03-04-07,0,train,0.0000,interactive,,0.0400,1,0,0.5462,5.9948,0.9347,0,0.9708,-1,-1
HD_189245__2015-05-14__08-55-56,HD_189245,HIP_98470,,HIP_98470,HR_7631,TYC_7444-1240-1,SAO_211724,HIP 98470_DB_K12_2015-05-13_ird_convert_recenter_dc2022_COBREX_330128,2015-05-14T08:55:56.52,2015-05-14T08:20:08.52,2015-05-14T09:31:43.66,DB_K12,B_Ks,0.6100,8.5000,5.8500,17.0772,-1.0000,-1.0000,-1.0000,0.6600,0.6500,0.5900,1.0000,,,,0.6121,,,0.0085,,,8.5321,12.1000,-1.0000,-1.0000,-1.0000,4.4760,4.6410,,5.5259,128,128,-78.6077,2022-06-16_16-03-14,0,test,0.0000,interactive,,0.0400,0,2,0.6121,8.5321,0.9252,2,0.9606,2,2
HD_189285__2015-06-03__07-33-54,HD_189285,HD_189285,,,,TYC_5155-1500-1,SAO_143971,HD 189285_DB_H23_2015-06-02_ird_convert_recenter_dc2022_COBREX_332934,2015-06-03T07:33:54.11,2015-06-03T06:58:44.82,2015-06-03T08:09:00.52,DB_H23,B_H,0.9800,4.3000,4.5300,16.1882,0.2989,0.5839,0.4014,0.8700,0.8300,0.7800,1.0000,,,,0.9755,,,0.0043,,,4.3490,4.4000,0.8230,0.8647,0.6853,7.8410,7.9630,,9.3113,64,64,40.8715,2022-06-25_05-06-58,0,train,0.0000,interactive,,0.0300,0,2,0.9755,4.3490,0.7433,1,0.8113,1,2
HD_189285__2016-05-29__08-29-20,HD_189285,HD_189285,,,,TYC_5155-1500-1,SAO_143971,HD 189285_DB_H23_2016-05-28_ird_convert_recenter_dc2022_COBREX_waffles_only_332535,2016-05-29T08:29:20.46,2016-05-29T07:31:53.11,2016-05-29T09:12:52.83,DB_H23,B_H,0.6400,2.9000,5.0800,61.2283,0.3467,0.7492,0.5042,0.9300,0.8800,0.8200,1.0000,0.7258,0.3735,0.6419,,0.0029,0.0032,,2.9332,3.1952,,2.5000,0.6036,0.7148,0.4069,7.8410,7.9630,,9.3113,72,72,58.9779,2022-06-25_03-12-54,0,train,0.0000,interactive,,0.0400,0,1,0.6419,2.9332,0.7422,1,0.8233,1,1
HD_189285__2018-05-07__09-40-24,HD_189285,HD_189285,,,,TYC_5155-1500-1,SAO_143971,HD 189285_DB_H23_2018-05-06_ird_convert_recenter_dc2022_COBREX_waffles_only_333441,2018-05-07T09:40:24.90,2018-05-07T08:58:36.66,2018-05-07T10:22:10.93,DB_H23,B_H,0.7700,2.9000,7.5500,48.8544,0.3423,1.1743,0.5043,1.0100,0.9700,0.9000,1.0000,0.7713,0.4259,0.7286,,0.0031,0.0036,,3.0858,3.5582,,2.6000,0.6775,0.7348,0.5227,7.8410,7.9630,,9.3113,50,50,50.2683,2022-06-25_07-48-49,0,train,0.0000,interactive,,0.0400,0,1,0.7286,3.0858,0.7390,1,0.8196,1,0
HD_192425__2015-06-22__06-08-20,HD_192425,HIP 99742,,HIP_99742,HR_7724,TYC_1618-2331-1,SAO_105878,HIP 99742_DB_K12_2015-06-21_ird_convert_recenter_dc2022_COBREX_333160,2015-06-22T06:08:20.62,2015-06-22T06:06:58.60,2015-06-22T06:09:42.65,DB_K12,B_Ks,0.8500,2.2000,2.3500,,0.2443,0.2996,0.2668,1.0000,0.8400,0.7400,1.0000,,,,0.8767,,,0.0022,,,2.1767,2.2000,0.9279,0.9363,0.9213,4.7670,4.8010,,4.9237,90,90,0.0000,2022-06-25_06-49-58,0,,2.0000,many negative values,,0.0500,1,0,0.8767,2.1767,0.8302,0,0.9280,-1,-1
HD_192425__2015-09-28__00-51-15,HD_192425,HIP_99742,,HIP_99742,HR_7724,TYC_1618-2331-1,SAO_105878,HIP 99742_DB_H23_2015-09-27_ird_convert_recenter_dc2022_COBREX_335245,2015-09-28T00:51:15.78,2015-09-28T00:14:41.00,2015-09-28T01:27:50.66,DB_H23,B_H,1.5100,9.4000,2.1300,19.2893,0.4245,0.9100,0.5798,1.2700,1.0800,0.9800,1.0000,,,,1.4806,,,0.0093,,,9.3103,8.8000,0.8604,0.9035,0.7727,4.7670,4.8010,,4.9237,256,256,25.2150,2022-06-25_18-49-00,0,train,0.0000,interactive,,0.0400,1,0,1.4806,9.3103,0.7432,0,0.8722,-1,-1
HD_192425__2016-06-11__07-27-45,HD_192425,HIP_99742,,HIP_99742,HR_7724,TYC_1618-2331-1,SAO_105878,HIP 99742_DB_H23_2016-06-10_ird_convert_recenter_dc2022_COBREX_332618,2016-06-11T07:27:45.84,2016-06-11T06:35:17.43,2016-06-11T08:20:13.56,DB_H23,B_H,0.6400,4.7000,2.9200,54.2877,-1.0000,-1.0000,-1.0000,1.3200,1.1200,1.0000,1.4000,0.7012,0.4595,0.6372,,0.0046,0.0048,,4.5615,4.7955,,3.5000,-1.0000,-1.0000,-1.0000,4.7670,4.8010,,4.9237,96,96,35.6974,2022-06-25_03-38-14,0,train,0.0000,interactive,,0.0400,1,0,0.6372,4.5615,0.9121,0,0.9594,-1,-1
HD_19545__2016-10-13__05-55-29,HD_19545,HIP_14551,,HIP_14551,HR_943,TYC_6444-614-1,SAO_168321,HIP 14551_DB_H23_2016-10-12_ird_convert_recenter_dc2022_COBREX_332921,2016-10-13T05:55:29.35,2016-10-13T05:05:04.54,2016-10-13T06:46:18.20,DB_H23,B_H,1.4000,1.9000,9.2300,45.5544,-1.0000,-1.0000,-1.0000,1.1900,1.1800,1.1300,1.0000,1.3199,0.6816,1.3537,,0.0019,0.0028,,1.9094,2.7921,,1.6000,-1.0000,-1.0000,-1.0000,5.7720,5.8510,,6.1551,90,90,-145.1609,2022-06-25_05-07-05,0,calib,0.0000,interactive,,0.0400,0,1,1.3537,1.9094,0.7149,1,0.8634,1,0
